Neighborhood,Latitude,Longitude,Venue,Venue Category
Highland Park,40.6819989345173,-73.890345709872,L' Antagoniste,French Restaurant
Highland Park,40.6819989345173,-73.890345709872,Jackie Robinson Park,Park
Highland Park,40.6819989345173,-73.890345709872,Victory Field Jogging Track,Track
Highland Park,40.6819989345173,-73.890345709872,Taqueria Sofia,Mexican Restaurant
Highland Park,40.6819989345173,-73.890345709872,Foster Sundry,Gourmet Shop
Highland Park,40.6819989345173,-73.890345709872,Spa New Jin Nail Salon,Nail Salon
Highland Park,40.6819989345173,-73.890345709872,Henry's Wine and Spirit,Wine Shop
Highland Park,40.6819989345173,-73.890345709872,The Bushwick Starr,Theater
Highland Park,40.6819989345173,-73.890345709872,Local Honey,Nail Salon
Highland Park,40.6819989345173,-73.890345709872,Pearl's Social & Billy Club,Bar
Highland Park,40.6819989345173,-73.890345709872,Chez Oskar,French Restaurant
Highland Park,40.6819989345173,-73.890345709872,Left Hand Path,Bar
Highland Park,40.6819989345173,-73.890345709872,Nordstrom Rack,Discount Store
Highland Park,40.6819989345173,-73.890345709872,Kawaii,Japanese Restaurant
Highland Park,40.6819989345173,-73.890345709872,Tony Oravio Pizza,Pizza Place
Highland Park,40.6819989345173,-73.890345709872,The Wheelhouse,Sandwich Place
Cypress Hills,40.68239101144211,-73.87661596457296,Original Mike's Pizza,Pizza Place
Cypress Hills,40.68239101144211,-73.87661596457296,Dunkin',Donut Shop
Cypress Hills,40.68239101144211,-73.87661596457296,Napoli's Pizza,Pizza Place
Cypress Hills,40.68239101144211,-73.87661596457296,Forest Park Dog Run,Dog Run
Cypress Hills,40.68239101144211,-73.87661596457296,Mister Sunday at Nowadays (Mr Sunday),Nightclub
Cypress Hills,40.68239101144211,-73.87661596457296,Nowadays,Beer Garden
Cypress Hills,40.68239101144211,-73.87661596457296,Indoors at Nowadays,Nightclub
Cypress Hills,40.68239101144211,-73.87661596457296,Zum Stammtisch,German Restaurant
Cypress Hills,40.68239101144211,-73.87661596457296,Stammtisch Pork Store & Imports,Gourmet Shop
Cypress Hills,40.68239101144211,-73.87661596457296,Cook's Arts & Crafts Shoppe,Arts & Crafts Store
Cypress Hills,40.68239101144211,-73.87661596457296,Finback Brewery,Brewery
Cypress Hills,40.68239101144211,-73.87661596457296,Lindenwood Diner,Diner
Cypress Hills,40.68239101144211,-73.87661596457296,Evil Twin Brewing NYC,Brewery
Cypress Hills,40.68239101144211,-73.87661596457296,Spa New Jin Nail Salon,Nail Salon
Cypress Hills,40.68239101144211,-73.87661596457296,Grace Pizza,Pizza Place
Cypress Hills,40.68239101144211,-73.87661596457296,Victory Field Jogging Track,Track
Cypress Hills,40.68239101144211,-73.87661596457296,Norma's,Café
Cypress Hills,40.68239101144211,-73.87661596457296,Beer Town,Beer Store
Cypress Hills,40.68239101144211,-73.87661596457296,Bridge and Tunnel Brewery,Brewery
Cypress Hills,40.68239101144211,-73.87661596457296,Father Knows Best,Bar
Cypress Hills,40.68239101144211,-73.87661596457296,Bushwick Taco Co.,Mexican Restaurant
Cypress Hills,40.68239101144211,-73.87661596457296,Sweet Jane's,Bar
Cypress Hills,40.68239101144211,-73.87661596457296,Rudy's Bakery & Café,Bakery
Cypress Hills,40.68239101144211,-73.87661596457296,ShopRite of Gateway Center,Supermarket
Cypress Hills,40.68239101144211,-73.87661596457296,Glendale Bagel,Bagel Shop
Cypress Hills,40.68239101144211,-73.87661596457296,"The Tire Place, LLC",Automotive Shop
Cypress Hills,40.68239101144211,-73.87661596457296,Irving Square Park,Park
Cypress Hills,40.68239101144211,-73.87661596457296,Los Limones Deli,Deli / Bodega
Cypress Hills,40.68239101144211,-73.87661596457296,Manor Delicatessen,Deli / Bodega
Cypress Hills,40.68239101144211,-73.87661596457296,Sundown,Cocktail Bar
Cypress Hills,40.68239101144211,-73.87661596457296,Victory Field,Baseball Field
Cypress Hills,40.68239101144211,-73.87661596457296,Wycoff Deli,Deli / Bodega
Cypress Hills,40.68239101144211,-73.87661596457296,Tower Isle Patties,Bakery
Cypress Hills,40.68239101144211,-73.87661596457296,Ltauha,American Restaurant
Cypress Hills,40.68239101144211,-73.87661596457296,Salud Bar & Grill,Restaurant
Cypress Hills,40.68239101144211,-73.87661596457296,Don Tequila Urban Cantina,Mexican Restaurant
Cypress Hills,40.68239101144211,-73.87661596457296,Fazio's,Italian Restaurant
Cypress Hills,40.68239101144211,-73.87661596457296,Pizza Classica,Pizza Place
Cypress Hills,40.68239101144211,-73.87661596457296,Forest Park,Park
Cypress Hills,40.68239101144211,-73.87661596457296,Billy's Marketplace,Grocery Store
Cypress Hills,40.68239101144211,-73.87661596457296,Trans Pecos,Nightclub
Cypress Hills,40.68239101144211,-73.87661596457296,Brooklyn Barista,Coffee Shop
Cypress Hills,40.68239101144211,-73.87661596457296,Taquerias Kermes,Mexican Restaurant
Cypress Hills,40.68239101144211,-73.87661596457296,Julia's Beer & Wine Bar,Bar
Cypress Hills,40.68239101144211,-73.87661596457296,Nepalese Indian Restaurant,Indian Restaurant
Cypress Hills,40.68239101144211,-73.87661596457296,Nordstrom Rack,Discount Store
Cypress Hills,40.68239101144211,-73.87661596457296,Irving Gourmet Deli,Sandwich Place
Cypress Hills,40.68239101144211,-73.87661596457296,Retro Fitness,Gym / Fitness Center
Cypress Hills,40.68239101144211,-73.87661596457296,Mia Halal Food,Restaurant
Cypress Hills,40.68239101144211,-73.87661596457296,New York Sports Club,Gym / Fitness Center
Cypress Hills,40.68239101144211,-73.87661596457296,L'imprimerie,Bakery
Cypress Hills,40.68239101144211,-73.87661596457296,CJ's Bar & Lounge,Lounge
Cypress Hills,40.68239101144211,-73.87661596457296,Panera Bread,Bakery
Cypress Hills,40.68239101144211,-73.87661596457296,Lady Moo-Moo,Ice Cream Shop
Cypress Hills,40.68239101144211,-73.87661596457296,Royal Collectibles,Comic Shop
Cypress Hills,40.68239101144211,-73.87661596457296,Love Nelly,Bakery
Cypress Hills,40.68239101144211,-73.87661596457296,Paloma's Mexican Cuisine,Mexican Restaurant
Cypress Hills,40.68239101144211,-73.87661596457296,Milk & Pull,Coffee Shop
Cypress Hills,40.68239101144211,-73.87661596457296,Saratoga Park,Park
Cypress Hills,40.68239101144211,-73.87661596457296,Daily Press Coffee,Coffee Shop
Cypress Hills,40.68239101144211,-73.87661596457296,WW (Weight Watchers),Weight Loss Center
Cypress Hills,40.68239101144211,-73.87661596457296,Cachapas y mas,American Restaurant
Cypress Hills,40.68239101144211,-73.87661596457296,Burlington,Department Store
Cypress Hills,40.68239101144211,-73.87661596457296,New Park Pizzeria,Pizza Place
Cypress Hills,40.68239101144211,-73.87661596457296,Aunt Ginny's,Bar
Cypress Hills,40.68239101144211,-73.87661596457296,Trini delite,Caribbean Restaurant
Cypress Hills,40.68239101144211,-73.87661596457296,Aigner Chocolates / Krause's Candy,Candy Store
Cypress Hills,40.68239101144211,-73.87661596457296,The Bad Old Days,Cocktail Bar
Cypress Hills,40.68239101144211,-73.87661596457296,Silk Cakes,Cupcake Shop
Cypress Hills,40.68239101144211,-73.87661596457296,While in Kathmandu,Himalayan Restaurant
Cypress Hills,40.68239101144211,-73.87661596457296,Gateway Center,Shopping Mall
Cypress Hills,40.68239101144211,-73.87661596457296,DEE'S,Pizza Place
Cypress Hills,40.68239101144211,-73.87661596457296,Ops,Pizza Place
Cypress Hills,40.68239101144211,-73.87661596457296,Blink Fitness,Gym
Cypress Hills,40.68239101144211,-73.87661596457296,Mixtape Bushwick,Coffee Shop
Cypress Hills,40.68239101144211,-73.87661596457296,Sally Roots,Caribbean Restaurant
Cypress Hills,40.68239101144211,-73.87661596457296,Phils,Bar
Cypress Hills,40.68239101144211,-73.87661596457296,High Low,Café
Cypress Hills,40.68239101144211,-73.87661596457296,Juniper Valley Park,Park
Cypress Hills,40.68239101144211,-73.87661596457296,Trader Joe's,Grocery Store
Cypress Hills,40.68239101144211,-73.87661596457296,Taqueria Al Pastor,Taco Place
Cypress Hills,40.68239101144211,-73.87661596457296,Smashburger,Burger Joint
Cypress Hills,40.68239101144211,-73.87661596457296,Dromedary Bar,Cocktail Bar
Cypress Hills,40.68239101144211,-73.87661596457296,Klom Klorm,Thai Restaurant
Cypress Hills,40.68239101144211,-73.87661596457296,Eddie's Sweet Shop,Ice Cream Shop
Cypress Hills,40.68239101144211,-73.87661596457296,Honore Club,Dive Bar
Cypress Hills,40.68239101144211,-73.87661596457296,Alberto Restaurant,Italian Restaurant
Cypress Hills,40.68239101144211,-73.87661596457296,Shirley Chisholm State Park,State / Provincial Park
Cypress Hills,40.68239101144211,-73.87661596457296,Blink Fitness,Gym
Cypress Hills,40.68239101144211,-73.87661596457296,Food Story Natural Market,Grocery Store
Cypress Hills,40.68239101144211,-73.87661596457296,Knickerbocker Bagel,Bagel Shop
Cypress Hills,40.68239101144211,-73.87661596457296,Five Guys,Burger Joint
Cypress Hills,40.68239101144211,-73.87661596457296,Manor Oktoberfest,German Restaurant
Cypress Hills,40.68239101144211,-73.87661596457296,Hearts Wine & Spirits,Wine Shop
Cypress Hills,40.68239101144211,-73.87661596457296,Gino's Pizzeria & Restaurant,Pizza Place
Cypress Hills,40.68239101144211,-73.87661596457296,Old Stanley's,Bar
Cypress Hills,40.68239101144211,-73.87661596457296,Variety Coffee Roasters,Coffee Shop
Cypress Hills,40.68239101144211,-73.87661596457296,Bruno Ristorante Italianio,Italian Restaurant
Cypress Hills,40.68239101144211,-73.87661596457296,Alfie's Pizza,Pizza Place
Cypress Hills,40.68239101144211,-73.87661596457296,Villa Erasmo,Italian Restaurant
Boerum Hill,40.685682912091444,-73.98374824115798,Rucola,Italian Restaurant
Boerum Hill,40.685682912091444,-73.98374824115798,Gotham Archery,Athletics & Sports
Boerum Hill,40.685682912091444,-73.98374824115798,Public Records,Music Venue
Boerum Hill,40.685682912091444,-73.98374824115798,BAM Fisher,Performing Arts Venue
Boerum Hill,40.685682912091444,-73.98374824115798,BAM Rose Cinemas,Indie Movie Theater
Boerum Hill,40.685682912091444,-73.98374824115798,BAM Harvey Theater,Theater
Boerum Hill,40.685682912091444,-73.98374824115798,Brooklyn Academy of Music (BAM),Opera House
Boerum Hill,40.685682912091444,-73.98374824115798,Alamo Drafthouse Cinema,Movie Theater
Boerum Hill,40.685682912091444,-73.98374824115798,The Bar Method,Gym / Fitness Center
Boerum Hill,40.685682912091444,-73.98374824115798,DeKalb Market Hall,Food Court
Boerum Hill,40.685682912091444,-73.98374824115798,Brooklyn Boulders,Climbing Gym
Boerum Hill,40.685682912091444,-73.98374824115798,Threes Brewing,Brewery
Boerum Hill,40.685682912091444,-73.98374824115798,Books Are Magic,Bookstore
Boerum Hill,40.685682912091444,-73.98374824115798,Clover Club,Cocktail Bar
Boerum Hill,40.685682912091444,-73.98374824115798,Leyenda,Cocktail Bar
Boerum Hill,40.685682912091444,-73.98374824115798,Greenlight Bookstore,Bookstore
Boerum Hill,40.685682912091444,-73.98374824115798,Crossfit South Brooklyn,Gym
Boerum Hill,40.685682912091444,-73.98374824115798,Ample Hills Creamery,Ice Cream Shop
Boerum Hill,40.685682912091444,-73.98374824115798,Fish Tales,Fish Market
Boerum Hill,40.685682912091444,-73.98374824115798,Shelsky's of Brooklyn,Bagel Shop
Boerum Hill,40.685682912091444,-73.98374824115798,Fort Greene Park,Park
Boerum Hill,40.685682912091444,-73.98374824115798,SoulCycle Brooklyn Heights,Cycle Studio
Boerum Hill,40.685682912091444,-73.98374824115798,Damascus Bread & Pastry Shop,Bakery
Boerum Hill,40.685682912091444,-73.98374824115798,Sahadi's,Gourmet Shop
Boerum Hill,40.685682912091444,-73.98374824115798,My Cuban Spot,Cuban Restaurant
Boerum Hill,40.685682912091444,-73.98374824115798,Fort Greene Park Greenmarket,Farmers Market
Boerum Hill,40.685682912091444,-73.98374824115798,Baba's Pierogies,Eastern European Restaurant
Boerum Hill,40.685682912091444,-73.98374824115798,Miss Ada,Israeli Restaurant
Boerum Hill,40.685682912091444,-73.98374824115798,Fleishers Craft Butchery,Butcher
Boerum Hill,40.685682912091444,-73.98374824115798,Hungry Ghost,Coffee Shop
Boerum Hill,40.685682912091444,-73.98374824115798,Olea,Tapas Restaurant
Boerum Hill,40.685682912091444,-73.98374824115798,Elsa,Cocktail Bar
Boerum Hill,40.685682912091444,-73.98374824115798,Heatwise,Yoga Studio
Boerum Hill,40.685682912091444,-73.98374824115798,Evelina Restaurant,Italian Restaurant
Boerum Hill,40.685682912091444,-73.98374824115798,Colonie,American Restaurant
Boerum Hill,40.685682912091444,-73.98374824115798,Artist & Craftsman Supply,Arts & Crafts Store
Boerum Hill,40.685682912091444,-73.98374824115798,LaRina Pastificio & Vino,Italian Restaurant
Boerum Hill,40.685682912091444,-73.98374824115798,Lucali,Pizza Place
Boerum Hill,40.685682912091444,-73.98374824115798,Ample Hills Creamery,Ice Cream Shop
Boerum Hill,40.685682912091444,-73.98374824115798,L'Albero dei gelati,Ice Cream Shop
Boerum Hill,40.685682912091444,-73.98374824115798,Frankies 457 Spuntino,Italian Restaurant
Boerum Hill,40.685682912091444,-73.98374824115798,Court Street Grocers,Food & Drink Shop
Boerum Hill,40.685682912091444,-73.98374824115798,nerd be cool.,Coffee Shop
Boerum Hill,40.685682912091444,-73.98374824115798,Union Garage,Motorcycle Shop
Boerum Hill,40.685682912091444,-73.98374824115798,Brooklyn Grange Rooftop Farm,Farm
Boerum Hill,40.685682912091444,-73.98374824115798,Pier 5 Soccer Fields,Soccer Field
Boerum Hill,40.685682912091444,-73.98374824115798,Pratt Sculpture Garden,Sculpture Garden
Boerum Hill,40.685682912091444,-73.98374824115798,Brooklyn Heights Promenade,Scenic Lookout
Boerum Hill,40.685682912091444,-73.98374824115798,Brooklyn Bridge Park - Pier 6,Pier
Boerum Hill,40.685682912091444,-73.98374824115798,Grand Army Plaza,Plaza
Boerum Hill,40.685682912091444,-73.98374824115798,Mekelburg's,Gourmet Shop
Boerum Hill,40.685682912091444,-73.98374824115798,Grand Army Plaza Greenmarket,Farmers Market
Boerum Hill,40.685682912091444,-73.98374824115798,Brooklyn Bridge Park - Pier 5,Pier
Boerum Hill,40.685682912091444,-73.98374824115798,Locanda Vini & Olii,Italian Restaurant
Boerum Hill,40.685682912091444,-73.98374824115798,Gold Star Beer Counter,Bar
Boerum Hill,40.685682912091444,-73.98374824115798,Peaches Shrimp & Crab,Southern / Soul Food Restaurant
Boerum Hill,40.685682912091444,-73.98374824115798,Pizza Moto,Pizza Place
Boerum Hill,40.685682912091444,-73.98374824115798,Other Half Brewing Company,Brewery
Boerum Hill,40.685682912091444,-73.98374824115798,Equinox Dumbo,Gym
Boerum Hill,40.685682912091444,-73.98374824115798,Prospect Park Loop,Track
Boerum Hill,40.685682912091444,-73.98374824115798,The Islands,Caribbean Restaurant
Boerum Hill,40.685682912091444,-73.98374824115798,Speedy Romeo,Pizza Place
Boerum Hill,40.685682912091444,-73.98374824115798,Dumbo Waterfront (10 Jay Street),Scenic Lookout
Boerum Hill,40.685682912091444,-73.98374824115798,Brooklyn Bridge Park,Park
Boerum Hill,40.685682912091444,-73.98374824115798,Pebble Beach,Beach
Boerum Hill,40.685682912091444,-73.98374824115798,DUMBO Boulders,Climbing Gym
Boerum Hill,40.685682912091444,-73.98374824115798,Ample Hills Creamery,Ice Cream Shop
Boerum Hill,40.685682912091444,-73.98374824115798,Long Meadow,Field
Boerum Hill,40.685682912091444,-73.98374824115798,St. Ann's Warehouse,Theater
Boerum Hill,40.685682912091444,-73.98374824115798,Jane's Carousel,Theme Park Ride / Attraction
Boerum Hill,40.685682912091444,-73.98374824115798,Slope Wellness,Spa
Boerum Hill,40.685682912091444,-73.98374824115798,Winner,Coffee Shop
Boerum Hill,40.685682912091444,-73.98374824115798,Fan Fan Doughnuts,Donut Shop
Boerum Hill,40.685682912091444,-73.98374824115798,Empire-Fulton Ferry State Park,Park
Boerum Hill,40.685682912091444,-73.98374824115798,Covenhoven,Beer Bar
Boerum Hill,40.685682912091444,-73.98374824115798,Chilo's,Taco Place
Boerum Hill,40.685682912091444,-73.98374824115798,Brooklyn Museum Gift Shop,Gift Shop
Boerum Hill,40.685682912091444,-73.98374824115798,Brooklyn Museum,Art Museum
Boerum Hill,40.685682912091444,-73.98374824115798,Pioneer Works,Event Space
Boerum Hill,40.685682912091444,-73.98374824115798,Dynaco,Bar
Boerum Hill,40.685682912091444,-73.98374824115798,Brooklyn Bridge,Bridge
Boerum Hill,40.685682912091444,-73.98374824115798,The Bandshell / Celebrate Brooklyn!,Performing Arts Venue
Boerum Hill,40.685682912091444,-73.98374824115798,Brooklyn Botanic Garden,Botanical Garden
Boerum Hill,40.685682912091444,-73.98374824115798,Silver Rice,Sushi Restaurant
Boerum Hill,40.685682912091444,-73.98374824115798,The Rooftop @ Pier 17,Music Venue
Boerum Hill,40.685682912091444,-73.98374824115798,Barboncino,Pizza Place
Boerum Hill,40.685682912091444,-73.98374824115798,Prospect Park,Park
Boerum Hill,40.685682912091444,-73.98374824115798,Dry Dock Wine & Spirits,Wine Shop
Boerum Hill,40.685682912091444,-73.98374824115798,Sunny's,Bar
Boerum Hill,40.685682912091444,-73.98374824115798,Crown Shy,Restaurant
Boerum Hill,40.685682912091444,-73.98374824115798,Café Cotton Bean,Coffee Shop
Boerum Hill,40.685682912091444,-73.98374824115798,Hometown Bar-B-Que,BBQ Joint
Boerum Hill,40.685682912091444,-73.98374824115798,Nethermead,Field
Boerum Hill,40.685682912091444,-73.98374824115798,sweetgreen,Salad Place
Boerum Hill,40.685682912091444,-73.98374824115798,The Dead Rabbit,Cocktail Bar
Boerum Hill,40.685682912091444,-73.98374824115798,Black Fox Coffee Co.,Coffee Shop
Boerum Hill,40.685682912091444,-73.98374824115798,Super Power,Tiki Bar
Boerum Hill,40.685682912091444,-73.98374824115798,Kiki's,Greek Restaurant
Boerum Hill,40.685682912091444,-73.98374824115798,Brooklyn Blend,Juice Bar
Boerum Hill,40.685682912091444,-73.98374824115798,The Hills,Scenic Lookout
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Bar Camillo,Italian Restaurant
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Brooklyn Blend,Juice Bar
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Saraghina,Pizza Place
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Bar Lunatico,Bar
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Dynaco,Bar
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Fan Fan Doughnuts,Donut Shop
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Chilo's,Taco Place
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,For All Things Good,Mexican Restaurant
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Café Cotton Bean,Coffee Shop
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Speedy Romeo,Pizza Place
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Super Power,Tiki Bar
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Mekelburg's,Gourmet Shop
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Cafe Con Libros,Coffee Shop
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Henry's Wine and Spirit,Wine Shop
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Peaches Shrimp & Crab,Southern / Soul Food Restaurant
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Locanda Vini & Olii,Italian Restaurant
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Silver Rice,Sushi Restaurant
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Pratt Sculpture Garden,Sculpture Garden
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Puerto Viejo,Latin American Restaurant
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Covenhoven,Beer Bar
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Carmenta’s,Italian Restaurant
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Syndicated,Indie Movie Theater
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Roberta's Take Out & Bakery,Pizza Place
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Roberta's Pizza,Pizza Place
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Ode to Babel,Cocktail Bar
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Barboncino,Pizza Place
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Sey Coffee,Coffee Shop
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Emily,Pizza Place
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,The Islands,Caribbean Restaurant
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Otis,New American Restaurant
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Winey Neighbor,Wine Shop
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Win Son Bakery,Bakery
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Brooklyn Ball Factory,Japanese Restaurant
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Foster Sundry,Gourmet Shop
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Win Son,Taiwanese Restaurant
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Bunna Cafe,Ethiopian Restaurant
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,"Ciao, Gloria",Café
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Olea,Tapas Restaurant
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Weather Up,Cocktail Bar
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Ample Hills Creamery,Ice Cream Shop
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Gold Star Beer Counter,Bar
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Arepera Guacuco Restaurant,Arepa Restaurant
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Evelina Restaurant,Italian Restaurant
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Colonia Verde,Latin American Restaurant
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Honore Club,Dive Bar
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,LaRina Pastificio & Vino,Italian Restaurant
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Brooklyn Museum,Art Museum
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Brooklyn Museum Gift Shop,Gift Shop
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Miss Ada,Israeli Restaurant
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Kings County Brewers Collective,Brewery
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Olmsted,New American Restaurant
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,The Sampler BK,Bar
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Fort Greene Park Greenmarket,Farmers Market
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Nick + Sons Bakery,Bakery
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,House of Yes,Nightclub
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Greenlight Bookstore,Bookstore
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Ammazza Caffe,Italian Restaurant
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Brooklyn Botanic Garden,Botanical Garden
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Caffe Vita,Coffee Shop
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Grand Army Plaza Greenmarket,Farmers Market
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Campbell Cheese & Grocery,Gourmet Shop
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Osakana,Fish Market
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Grand Army Plaza,Plaza
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Brooklyn Zoo NY,Gymnastics Gym
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Fort Greene Park,Park
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Cherry Esplanade,Garden
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Interboro Spirits and Ales,Brewery
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Sofreh,Persian Restaurant
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Brooklyn Grange Rooftop Farm,Farm
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Doughnut Plant,Donut Shop
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Glou,Tapas Restaurant
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Mr. Mango,Grocery Store
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Xixa,Latin American Restaurant
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,BAM Rose Cinemas,Indie Movie Theater
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,L'Industrie Pizzeria,Pizza Place
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Elsewhere,Music Venue
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Prospect Park Loop,Track
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Traif,Tapas Restaurant
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Twenty Sided Store,Toy / Game Store
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Grimm Artisanal Ales,Brewery
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Brooklyn Academy of Music (BAM),Opera House
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,BAM Fisher,Performing Arts Venue
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Emmy Squared,Pizza Place
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,波音 hanon,Udon Restaurant
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,St. Mazie,Cocktail Bar
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Desert Island,Comic Shop
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Bagel Pub,Bagel Shop
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,BAM Harvey Theater,Theater
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Lella Alimentari,Café
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Long Meadow,Field
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Artist & Craftsman Supply,Arts & Crafts Store
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Crest True Value Hardware,Hardware Store
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,5ive Spice,Vietnamese Restaurant
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,The Four Horsemen,Wine Bar
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,East River Pilates,Pilates Studio
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Hummus Market,Middle Eastern Restaurant
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Have & Meyer Chatteria,Wine Bar
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Sun and Air,Bike Shop
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Bozu,Sushi Restaurant
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Caracas Arepa Bar,Arepa Restaurant
Cobble Hill,40.687919722485574,-73.99856139218463,Colonie,American Restaurant
Cobble Hill,40.687919722485574,-73.99856139218463,Elsa,Cocktail Bar
Cobble Hill,40.687919722485574,-73.99856139218463,Fish Tales,Fish Market
Cobble Hill,40.687919722485574,-73.99856139218463,Sahadi's,Gourmet Shop
Cobble Hill,40.687919722485574,-73.99856139218463,Damascus Bread & Pastry Shop,Bakery
Cobble Hill,40.687919722485574,-73.99856139218463,Union Garage,Motorcycle Shop
Cobble Hill,40.687919722485574,-73.99856139218463,Shelsky's of Brooklyn,Bagel Shop
Cobble Hill,40.687919722485574,-73.99856139218463,Books Are Magic,Bookstore
